1167,Raja Bakery,,9491874955,Musheerabad,,,Bakerys
1168,A&A Enterprises,,9492526286,Hyderguda,,,Bakerys
1169,Cake Bucks,,9492666212,banjara jubli,,,Bakerys
1170,7th Heaven Bakery,,9492706443,banjara jubli,,,Bakerys
1171,AVON BAKER'S,,9492754500,Bowenpally,,,Bakerys
1172,Mona Bakery,,9493103796,Azampura,,,Bakerys
1173,S.V Bakers,,9493108327,Turkayamjal ,,,Bakerys
1174,Nakshatra Cake Factory and Bakery,,9493302104,Quthbullapur,,,Bakerys
1175,"OM SAI BAKERS BHEL METRO ENCLAVE ROOD NO 6 SHOP NO 13, 14",,9493305009,BHEL Township,,,Bakerys
1176,Cassata the Cakes and More,,9493680099,kukatpally,,,Bakerys
1177,Radha Chat Bhandhar& Electrical Works,,9493883614,Dhoolpet,,,Bakerys
1178,Harley's Fine Baking - LB Nagar,,9494537788,Chintalakunta,,,Bakerys
1179,RS BAKERY,,9494820320,Mallapur,,,Bakerys
1180,SRI KRISHNA HOT CHIPS,,9494844726,Hafeezpet,,,Bakerys
1181,Deepa Bakers,,9494892531,banjara jubli,,,Bakerys
1182,Monginis Cake Shop,,9502034849,Parsigutta,,,Bakerys
1183,Tipsy Topsy Bakers,,9502039850,banjara jubli,,,Bakerys
1184,Ss confectionery,,9502044360,Sanathnagar,,,Bakerys
1185,SRI Kundula Enterprises,,9502074419,Manikonda,,,Bakerys
1186,Narasimha Point,,9502091779,Ziaguda ,,,Bakerys
1187,RS BAKER'S,,9502115963,Bachupally,,,Bakerys
1188,Sanjana Cake Factory,,9502135971,banjara jubli,,,Bakerys
1189,HARLEY'S Fine Baking - S.R. Nagar,,9502137884,SR Nagar,,,Bakerys
1190,Cakes Home Delivery Hyderabad,,9502312329,banjara jubli,,,Bakerys
1191,SLG SWAGRUHA FOODS,,9502436795,Erragadda,,,Bakerys
1192,Shop N Bake Bakers,,9502478467,Alwal,,,Bakerys
1193,S.S.P BAKERY,,9502521668,BHEL Township,,,Bakerys
1194,Sameera Education,,9502675953,SR Nagar,,,Bakerys
1195,fiza cafe & bakers,,9502775054,Chanchalguda,,,Bakerys
1196,Cross Roads Bakery,,9502793040,IDA Bollaram,,,Bakerys
1197,CREPE FINE BAKERS,,9502830123,Medipally,,,Bakerys
1198,Kohinoor Bakers,,9502890027,Serilingampally,,,Bakerys
1199,Thirumala Bakery,,9505024546,IDA Bollaram,,,Bakerys
1200,MD Ibrahim Bakery,,9505150607,Uppal,,,Bakerys
1201,MARVEL BAKERY,,9505183274,Barkas,,,Bakerys
1202,American Bakers,,9505263176,Musheerabad,,,Bakerys
1203,SANIYA BAKERY,,9505353391,Erragadda,,,Bakerys
1204,Sri Sai Bakers,,9505467610,kukatpally,,,Bakerys
1205,Sri VenkateswarA Bakers,,9505612249,Medchal,,,Bakerys
1206,LAXMIKANTH Cyber Cafe,,9505649850,Kokapet,,,Bakerys
1207,Sri Thirumala Bakers,,9505663378,kukatpally,,,Bakerys
1208,Muneer Chicken Center,,9505671472,Madannapet,,,Bakerys
1209,Le Cakes,,9511728822,kothaguda,,,Bakerys
1210,Mountain Bakery,,9515127395,banjara jubli,,,Bakerys
1211,Firin,,9515360821,banjara jubli,,,Bakerys
1212,"Ice 'N'Spice,Scoops Ice Cream dealer",,9515411941,rajendranagar,,,Bakerys
1213,Mini Baker,,9515549045,Nampally,,,Bakerys
1214,ASHWINI SHIVA TRADES,,9515779403,Sikh Village,,,Bakerys
1215,Taj Pan Shop,,9515848160,banjara jubli,,,Bakerys
1216,Sri Balaji Bakery And Fast Food,,9515953380,Patancheru,,,Bakerys
1217,RK Bakery & General Stores,,9533107500,Barkatpura,,,Bakerys
1218,Backenn Fresh,,9533113587,Barkas,,,Bakerys
1219,Bakers World,,9533190808,Musheerabad,,,Bakerys
1220,ALIF BAKERY,,9533543315,Hafeezpet,,,Bakerys
1221,RDM BAKERS,,9533792889,Kapra,,,Bakerys
1222,Miss Butter Fingers | Valentine's Day | Corporate Gifting | Birthday | Anniversary | Wedding,,9535100335,Marredpally,,,Bakerys
1223,The Baker's Dozen,,9537770313,GOCHIBOWLI,,,Bakerys
1224,Ajay Food Corner,,9542068041,Kothapet,,,Bakerys
1225,SANDEEP BAKERY,,9542226556,Film Nagar,,,Bakerys
1226,Good Luck Bakery,,9542323747,Bharat Nagar,,,Bakerys
1227,ABDUL WASEEM BACKERY,,9542349664,Aliabad,,,Bakerys
1228,ABRAR ASEEL FARM,,9542375143,Dabirpura,,,Bakerys
1229,AKSHAY RAJ BACKERY,,9542387031,Moghalpura,,,Bakerys
1230,Elite Bakers,,9542906433,banjara jubli,,,Bakerys
1231,Just Bake Banjarahills.,,9542993999,banjara jubli,,,Bakerys
1232,Basheer Sweet House,,9550094157,Madina,,,Bakerys
1233,Bakery,,9550115647,begumpet,,,Bakerys
1234,Palki Hotel & Bakery,,9550153868,banjara jubli,,,Bakerys
1235,Sri Guru Datta Tea Tiffens Snacks,,9550345777,"Medical Devices Park,",,,Bakerys
1236,Anu bakery,,9550433169,Patancheru,,,Bakerys
1237,Sai Gokul Chat,,9550540558,Chikkadpally,,,Bakerys
1238,Not Just Vanilla,,9550600728,banjara jubli,,,Bakerys
1239,"Kalpana Bakers, Fast food, Masqati Store, Ice Creams, Cool Drinks",,9550612832,Hayathnagar ,,,Bakerys
1240,Amar Bakery and General Stores,,9550640747,banjara jubli,,,Bakerys
1241,AKHIL MIRCHPOINT,,9550666005,banjara jubli,,,Bakerys
1242,Roma's Bake Shop,,9550723236,Trimulgherry,,,Bakerys
1243,SHIVA SAI BAKERY,,9553292527,Yapral,,,Bakerys
1244,Sai Ram Bakery,,9553348554,Saroornagar,,,Bakerys
1245,Manikanta Chips,,9553365987,Kapra,,,Bakerys
1246,Sri Krishna hot chipes,,9553419534,Gudimalkapur,,,Bakerys
1247,TIK TOK Bakery,,9553745549,Mallapur,,,Bakerys
1248,Bangalore Iyengars Bakery,,9558639965,Ramnagar,,,Bakerys
1249,Eat And Sleep,,9567557788,Mallampet,,,Bakerys
1250,The Big bean,,9573000096,kukatpally,,,Bakerys
1251,Nandi Oven Fresh Bakery,,9573233916,Khajaguda,,,Bakerys
1252,13Dhaba,,9573259915,banjara jubli,,,Bakerys
1253,Bangalore Ayyangar Bakery,,9573449841,Alwal,,,Bakerys
1254,Ayyangar Bakery,,9573491172,Musheerabad,,,Bakerys
1255,Rajrajeswari Tiffin Center,,9573512517,Quthbullapur,,,Bakerys
1256,Prime Bakers And Fast Food,,9573529803,banjara jubli,,,Bakerys
1257,Sandeep Yadav,,9573593818,GOCHIBOWLI,,,Bakerys
1258,Goutham Bakery,,9573662153,Kandlakoya,,,Bakerys
1259,R R Bakery,,9573678112,BHEL Township,,,Bakerys
1260,Ajwa Bakery,,9573684832,Balapur,,,Bakerys
1261,Rehan Bakery,,9573698020,Barkas,,,Bakerys
1262,Roshni Tiifin Center,,9573735309,Dhoolpet,,,Bakerys
1263,Ishta Meals & Restaurant,,9573762598,banjara jubli,,,Bakerys
1264,BANGALORE CAKE CAFE (VEG),,9573923991,kukatpally,,,Bakerys
1265,Model Milk Products,,9573950795,Nagaram,,,Bakerys
1266,Kvkr Pvr Ltd,,9573952873,Jillelguda,,,Bakerys
1267,Fiesta Bakers,,9581110001,Madinaguda,,,Bakerys
1268,HamSa Designer Cakes,,9581225175,Ghatkesar,,,Bakerys
1269,Pastel Baking Co.,,9581285500,"Lakdikapul,",,,Bakerys
1270,ROYAL BAKERS,,9581584399,BHEL Township,,,Bakerys
1271,M N Bakery,,9581594383,Chintalmet ,,,Bakerys
1272,Apna Adda,,9581627038,Abids,,,Bakerys
1273,Labonel - Banjara Hills,,9581774709,banjara jubli,,,Bakerys
1274,SHAIK,,9581786314,Aliabad,,,Bakerys
1275,Kushal Bakery,,9587217051,banjara jubli,,,Bakerys
1276,Ramdev sweet house,,9587776098,Ameenpur,,,Bakerys
1277,Ruhi's Cakes,,9588415037,Balapur,,,Bakerys
1278,AMMAS pastries,,9590607750,kukatpally,,,Bakerys
1279,MANOJ CHAT BANDAR,,9591648163,L. B. Nagar,,,Bakerys
1280,"Mid Land Bakers, Manikonda",,9603030444,SHAIKPET,,,Bakerys
1281,GREEN BAWARCHI BAKERS,,9603168688,Hafeezpet,,,Bakerys
1282,Banglor Bakery,,9603348537,IDA Bollaram,,,Bakerys
1283,Relax Bakers Chat and Fast Food,,9603420751,Tarnaka,,,Bakerys
1284,Sai Ram Bakers,,9603424601,GOCHIBOWLI,,,Bakerys
1285,H.A NEW MASTER BAKERS,,9603717318,Badangpet,,,Bakerys
1286,alain bakers,,9603890596,Jamia Osmania,,,Bakerys
1287,LUCKY HOT CHIPS,,9603999287,Moosapet,,,Bakerys
1288,Kukkr Hyderabad,,9606409997,Tarnaka,,,Bakerys
1289,Superly Caf?,,9610829959,Ashok Nagar,,,Bakerys
1290,JHANGEER MIRCHI POINT,,9618018416,banjara jubli,,,Bakerys
1291,Sri Basvalinga Avadoota Chat Bhandar,,9618027223,Chikkadpally,,,Bakerys
1292,Sri S.S Bakery,,9618035305,Chilkalguda,,,Bakerys
1293,Ammus Bakery,,9618070060,Malkajgiri,,,Bakerys
1294,S R Communications,,9618091245,RC Puram,,,Bakerys
1295,Sanjos Donuts,,9618198025,banjara jubli,,,Bakerys
1296,Maria Bakery,,9618207644,Namalagundu,,,Bakerys
1297,Lucky Cake Factory,,9618218030,Gandhi Nagar,,,Bakerys
1298,K P Bakery And Fast Food,,9618247986,Kokapet,,,Bakerys
1299,Reddy Bakery,,9618315084,Moosarambagh,,,Bakerys
1300,LAXMAN GOUD TEA SHOP,,9618373211,banjara jubli,,,Bakerys
1301,Upahar Bakers,,9618484848,banjara jubli,,,Bakerys
1302,AYUB BAKERY,,9618527141,Golnaka,,,Bakerys
1303,Flavorish Cake World,,9618690945,Musheerabad,,,Bakerys
1304,Sana Bakery,,9618711975,Suraram,,,Bakerys
1305,Sri Sai Dairy And Bakery,,9618724242,Hastinapuram,,,Bakerys
1306,Finom Artiste Eatery,,9618869500,banjara jubli,,,Bakerys
1307,Lucky Cake Factory,,9618891990,Kapra,,,Bakerys
1308,S.L.V Bangalore Iyengar Bakery,,9618965350,Bagh Lingampally,,,Bakerys
1309,SRI SAI MAMATHA SWEET SHOP,,9631954626,Ramanthapur,,,Bakerys
1310,Bheem Friuts Shop,,9632062554,BHEL Township,,,Bakerys
1311,The Baker's dozen,,9638590313,Old Bowenpally,,,Bakerys
1312,Numan Bakery & Fast Food,,9640016809,Narapally,,,Bakerys
1313,Akambika Sweet House,,9640111924,Film Nagar,,,Bakerys
1314,Royal Bakery & Fast Food Centre,,9640354991,Kothapet,,,Bakerys
1315,S N Bakers,,9640429021,Ameenpur,,,Bakerys
1316,Cake Boyzs,,9640551122,banjara jubli,,,Bakerys
1317,Ganesh Banglore Iyengar Bakery,,9640636022,Bagh Lingampally,,,Bakerys
1318,Bakers Q,,9640667515,Malakpet,,,Bakerys
1319,Doraemon bakers Monika,,9640786705,SR Nagar,,,Bakerys
1320,I.K. Bakers,,9640816631,Patancheru,,,Bakerys
1321,Ismail Naan Mahel,,9640823924,Jahanuma,,,Bakerys
1322,Fresh Bite bakers,,9640916999,banjara jubli,,,Bakerys
1323,Almas Restaurant & Bakery,,9642034997,begumpet,,,Bakerys
1324,Silver oven bakers,,9642082723,Kapra,,,Bakerys
1325,Classic Bakery,,9642224749,Minister Road,,,Bakerys
1326,Summaiya Bakery,,9642375691,banjara jubli,,,Bakerys
1327,Lucky Bakery,,9642454757,banjara jubli,,,Bakerys
1328,Mister bakers,,9642517672,banjara jubli,,,Bakerys
1329,Cafe Yadgar & Bakery,,9642551300,Hyderguda,,,Bakerys
1330,Labonel - Gachibowli,,9642701051,GOCHIBOWLI,,,Bakerys
1331,Sree Sailam Kitchen And Bakery Equipments,,9642739004,Sanathnagar,,,Bakerys
1332,Sajeed Bakery,,9642748475,banjara jubli,,,Bakerys
1333,7g Havours Guru,,9642874727,Kompally,,,Bakerys
1334,Cake factory,,9642890502,kukatpally,,,Bakerys
1335,New Top Taste Bakery and General Store,,9642929260,banjara jubli,,,Bakerys
1336,Floweraura,,9650062220,Sindhi Colony,,,Bakerys
1337,Dilse Cakes,,9650570077,Chanda Nagar,,,Bakerys
1338,Rudreshwara Bengaluru Iyengar Bakery,,9652051211,Mylargadda,,,Bakerys
1339,Shiva Balaji Bakery,,9652074964,banjara jubli,,,Bakerys
1340,Ricky's & Micky's,,9652155548,Peerzadiguda,,,Bakerys
1341,STREET FRY AWAYS,,9652166009,Patancheru,,,Bakerys
1342,New Tirumala Iyengar Bakery,,9652171305,banjara jubli,,,Bakerys
1343,Eat N Chat Bakers,,9652578646,Balanagar,,,Bakerys
1344,Bakers,,9652672444,L. B. Nagar,,,Bakerys
1345,Roy's Pizzeria,,9652731022,Yapral,,,Bakerys
1346,Sri Laxmi Ranganatha Banglore Iyengar Bakery,,9652782398,Kothapet,,,Bakerys
1347,Roasted Cream,,9652929252,Marredpally,,,Bakerys
1348,Nageshwar Bakers,,9652939756,Bachupally,,,Bakerys
1349,Urban Monk Fine Baking,,9666014345,Uppal,,,Bakerys
1350,Bangalore Bakery,,9666051330,Medchal,,,Bakerys
1351,Camelot Cafe & Patisserie,,9666199619,Habsiguda,,,Bakerys
1352,Lakshmi Ganesh Sweets,,9666301511,Erragadda,,,Bakerys
1353,Broadland Bakery,,9666334925,Chintalkunta ,,,Bakerys
1354,Roastery club bakers and continental,,9666379557,Patancheru,,,Bakerys
1355,M S Bakers Sweets,,9666445464,Edi Bazar,,,Bakerys
1356,Break Time,,9666538212,Ameenpur,,,Bakerys
1357,Rehmat Bakery,,9666554327,Hafeezpet,,,Bakerys
1358,Lucky Bakery & Chinese Fast-food,,9666560660,Shamirpet,,,Bakerys
1359,Shree Bakery fast food and juice centre,,9666579422,ECIL 'X' Roads,,,Bakerys
1360,Faizan Bakery,,9666597760,Barkas,,,Bakerys
1361,HASINI CAKE PHOTO PRINTING,,9666629704,Bairamalguda,,,Bakerys
1362,The Bake House,,9666630189,Jeedimetla,,,Bakerys
1363,"Gift Everyday flowers & cakes delivery in kukatpally, Hyderabad",,9666639668,kukatpally,,,Bakerys
1364,Jai Durga Bhavan Bakery Chef since 1972,,9666660613,banjara jubli,,,Bakerys
1365,Jashan Express,,9666666996,Abids,,,Bakerys
1366,Just Bake Bachupally,,9666669210,banjara jubli,,,Bakerys
1367,TTI Bakery,,9666671744,SR Nagar,,,Bakerys
1368,SNR HOME BAKERS,,9666679111,Bowenpally,,,Bakerys
1369,Nirmala Milk Porlar,,9666713470,RC Puram,,,Bakerys
1370,The Ofen,,9666717123,banjara jubli,,,Bakerys
1371,Khan's Bakery And Cool Point,,9666768690,Gandipet,,,Bakerys
1372,Sweet Nothings,,9666771234,Kandlakoya,,,Bakerys
1373,K.G.N Bakery,,9666786320,banjara jubli,,,Bakerys
1374,MOGULAL CLINIC,,9666835640,Azampura,,,Bakerys
1375,S R S P Bangalore Ayyangar Bakery,,9666888921,Sanathnagar,,,Bakerys
1376,Shiva Sai Bakery,,9666894201,SR Nagar,,,Bakerys
1377,Chand Snaks,,9666986304,Parsigutta,,,Bakerys
1378,New Silicon Valley Bakery,,9676003929,Yapral,,,Bakerys
1379,Mohammad Khadeer,,9676005171,Saifabad,,,Bakerys
1380,Sri Raja rajeshwara Bakery And Sweet House,,9676079522,Venkatapuram,,,Bakerys
1381,Mukund bakers,,9676221049,Nagole,,,Bakerys
1382,Cake Factory,,9676304053,Suraram,,,Bakerys
1383,just bake suncity,,9676364069,banjara jubli,,,Bakerys
1384,midnight cake and flowers delivery in Hyderabad Surprise,,9676364686,banjara jubli,,,Bakerys
1385,Minar Bakery,,9676449222,Allwyn Colony,,,Bakerys
1386,SS Bakery,,9676512182,Peerzadiguda,,,Bakerys
1387,Santhosh Nayak Baker Shop,,9676512253,Mallampet,,,Bakerys
1388,CakeZone,,9676541834,kukatpally,,,Bakerys
1389,Ak Bakers,,9676621945,banjara jubli,,,Bakerys
1390,Day Break Milk Shop,,9676650784,Madina,,,Bakerys
1391,Sri Krishna Provisions And Bakery,,9676796524,banjara jubli,,,Bakerys
1392,Sri Sai Bakery,,9676832565,Chanda Nagar,,,Bakerys
1393,Doughicious,,9676937980,GOCHIBOWLI,,,Bakerys
1394,Mahaveer Sweets,,9700003999,banjara jubli,,,Bakerys
1395,Al Noor Bakery & Sweet House,,9700006087,Barkas,,,Bakerys
1396,Fresh Bakes,,9700009473,Champapet,,,Bakerys
1397,New City Pride Restaurant And Bakers,,9700017915,Manikonda,,,Bakerys
1398,Trio La Patisserie,,9700023456,banjara jubli,,,Bakerys
1399,Raju Chat Bandar,,9700080900,BHEL Township,,,Bakerys
1400,Grand Maa Bakers,,9700086835,banjara jubli,,,Bakerys
1401,King's Bakers,,9700101112,Bharat Nagar,,,Bakerys
1402,Latest Bakery's,,9700103982,Nampally,,,Bakerys
1403,Mohd Abdul Qadeer Bakery,,9700107033,Chanchalguda,,,Bakerys
1404,M R Quality baker's,,9700148447,Tilaknagar,,,Bakerys
1405,Sayeed Sweet House,,9700158728,Barkas,,,Bakerys
1406,Ebake,,9700173274,banjara jubli,,,Bakerys
1407,Al sk bakers,,9700179976,begumpet,,,Bakerys
1408,Sri Balaji Ramkumar,,9700216397,Jeedimetla,,,Bakerys
1409,New sitara bakers,,9700373977,banjara jubli,,,Bakerys
1410,CAKE'S HUB,,9700379075,kukatpally,,,Bakerys
1411,7 Sanable Bakers,,9700381221,banjara jubli,,,Bakerys
1412,Fresh Corner Bakery,,9700417950,Erragadda,,,Bakerys
1413,Sonu Bakers,,9700446272,Balapur,,,Bakerys
1414,Sri Venkateshwara Bakery,,9700453453,Venkatapuram,,,Bakerys
1415,Cake 4 U Bakers,,9700473473,Hastinapuram,,,Bakerys
1416,Blue Berries Bistro And Bakery,,9700518470,Kandlakoya,,,Bakerys
1417,M. S. Rumali Roti Maker,,9700598841,Nampally,,,Bakerys
1418,TEMPTATIONS CAKE SHOPPE,,9700614161,Saroornagar ,,,Bakerys
1419,SVB Iyengars Bakery,,9700640125,Minister Road,,,Bakerys
1420,Lovely Baker's,,9700656077,Ameenpur,,,Bakerys
1421,Lucky Bakers,,9700709219,banjara jubli,,,Bakerys
1422,SALWA NAAN MAHAI,,9700709397,Talab katta ,,,Bakerys
1423,HK BAKERY AND TEA POINT,,9700786984,Mallapur,,,Bakerys
1424,Shaheen Bakery,,9700815489,Aliabad,,,Bakerys
1425,Cake Bakers,,9700937802,banjara jubli,,,Bakerys
1426,Cake Way Bakers,,9701003001,Quthbullapur,,,Bakerys
1427,Mountain Bakery,,9701007786,banjara jubli,,,Bakerys
1428,Morine Bakers,,9701015805,Putlibowli,,,Bakerys
1429,Cafe Avail,,9701016266,Yapral,,,Bakerys
1430,Al Mansoor Bakers & Sweet,,9701018320,Champapet,,,Bakerys
1431,SRS Banglore Bakery,,9701037369,Tarnaka,,,Bakerys
1432,Dream Cakez,,9701066569,Habsiguda,,,Bakerys
1433,TWIN'S BAKES,,9701101966,Film Nagar,,,Bakerys
1434,Sri Lakshmi Bakery,,9701119291,Macha Bollaram,,,Bakerys
1435,J S Bakery,,9701211745,rajendranagar,,,Bakerys
1436,SLV Iyengar Bakery,,9701237019,Patancheru,,,Bakerys
1437,AM Cake Factory,,9701484372,kukatpally,,,Bakerys
1438,Sree Rama Bakery,,9701512188,Jeedimetla,,,Bakerys
1439,Best Buddies Bakery,,9701553197,Ammuguda,,,Bakerys
1440,Crown Cakes & Sweets,,9701558195,Falaknuma,,,Bakerys
1441,Sri Thirumala Bakery,,9701633973,banjara jubli,,,Bakerys
1442,Sunil Furts Shop,,9701690228,Keesara,,,Bakerys
1443,Classic Bakery,,9701695950,Alwal,,,Bakerys
1444,New Nani Bangalore Bakery,,9701757672,Boduppal,,,Bakerys
1445,Ani Bakery,,9701806291,Medchal,,,Bakerys
1446,Srinivasa Bakery,,9701865234,Ghatkesar,,,Bakerys
1447,Sri Balaji Bakery,,9701865676,Chikkadpally,,,Bakerys
1448,Hari Om Bakery,,9701907314,Allwyn Colony,,,Bakerys
1449,Nani cakes,,9701908060,Tilaknagar,,,Bakerys
1450,"CakeZone - Cake Delivery In Madhapur, Hyderabad.",,9701989331,Madhapur,,,Bakerys
1451,Pizza xpress,,9703004221,Secunderabad Cantonment,,,Bakerys
1452,UNIVERSAL SWEETS AND BAKERY,,9703046145,Gandhi Nagar,,,Bakerys
1453,Fresh 'n' Fresh Bakers,,9703074495,banjara jubli,,,Bakerys
1454,Clay Oven Bakers,,9703333963,Chikkadpally,,,Bakerys
1455,Bekary,,9703547128,Chikkadpally,,,Bakerys
1456,Abbas M.M. Cafe,,9703608566,Azampura,,,Bakerys
1457,AR Pan Center,,9703674177,SHAIKPET,,,Bakerys
1458,Sulthan Fruits Market,,9703755704,Chanda Nagar,,,Bakerys
1459,Swapna Bakery,,9703813465,Kattedan ,,,Bakerys
1460,As Bakery,,9703963320,banjara jubli,,,Bakerys
1461,M&M Bakers,,9703988900,Vanasthalipuram ,,,Bakerys
1462,Baker's Town,,9704055360,Manikonda,,,Bakerys
1463,SRI LAXMI CYCLE STORE,,9704137212,Secunderabad Cantonment,,,Bakerys
1464,New Dream Puffs Bakery,,9704141025,Suraram,,,Bakerys
1465,Spicy Tiffin,,9704197523,Purana pul,,,Bakerys
1466,BUNNY BAKERY,,9704229433,Afzal Gunj,,,Bakerys
1467,Anjamma Kirana Shop,,9704295430,Madinaguda,,,Bakerys
1468,Cake Mate,,9704574816,Ammuguda,,,Bakerys
1469,A 1 Bakery,,9704686625,Asif Nagar,,,Bakerys
1470,Plantainbakers,,9704728022,Vanasthalipuram ,,,Bakerys
1471,Mana flour mill,,9704770068,Marredpally,,,Bakerys
1472,Celebrations Patisserie,,9704831667,SHAIKPET,,,Bakerys
1473,Kr bakery,,9704873994,kukatpally,,,Bakerys
1474,Nanda Bakery And Fast Food,,9705008230,Gandipet,,,Bakerys
1475,New Banglore Iyengars Bakery,,9705083972,Tarnaka,,,Bakerys
1476,Best Bakers,,9705126511,Uppal,,,Bakerys
1477,The German Bakers,,9705242415,Hyderguda,,,Bakerys
1478,Country Oven Madhapur,,9705312333,banjara jubli,,,Bakerys
1479,Floating Breads,,9705378405,Safilguda,,,Bakerys
1480,ROCH Cake Studio,,9705564750,Erragadda,,,Bakerys
1481,SLJ Banglore Iyenger Bakery,,9705598316,Barkatpura,,,Bakerys
1482,Karachi Bakery,,9705641280,banjara jubli,,,Bakerys
1483,AL Siraj Bakery,,9705646527,Bowenpally,,,Bakerys
1484,Raju Juice Point,,9705747604,Bank Street,,,Bakerys
1485,Rhm Bakers,,9705832415,Ramnagar,,,Bakerys
1486,RENTAL AGENCY,,9705869467,Marredpally,,,Bakerys
1487,Justbake Financial district-Gachibowli,,9705944999,GOCHIBOWLI,,,Bakerys
1488,S. B Banglore Iyangar's Bakery,,9705966485,IDA Bollaram,,,Bakerys
1489,CakeForYou,,9711205511,Nagole,,,Bakerys
1490,FNP: Florist & Bakery in Hyderabad,,9776116741,banjara jubli,,,Bakerys
1491,Balaji Ganesh Sweet,,9784498307,Golconda fort,,,Bakerys
1492,Skk Bakers,,9790380937,Chengicherla,,,Bakerys
1493,Sri Rama Home Foods,,9823032770,Aliabad,,,Bakerys
1494,Good Luck Cake 'N' Baker's,,9824555120,Musheerabad,,,Bakerys
1495,SAHIL FOOD PRODUCTS,,9830056800,jalpally ,,,Bakerys
1496,Aarman Bakers,,9830810337,Bowenpally,,,Bakerys
1497,Flour Power Of Hatai FPH Bakery,,9832559655,Habsiguda,,,Bakerys
1498,Sri Venkateshwara Bakery,,9843190171,Hafeezpet,,,Bakerys
1499,Iyengars bakery,,9845531493,Chintalakunta,,,Bakerys
1500,The Tim Cafe,,9848039272,SR Nagar,,,Bakerys
1501,LOTUS BAKERY,,9848039276,Turkayamjal ,,,Bakerys
1502,American Baker's,,9848051260,Himayatnagar,,,Bakerys
1503,Yummy Bites,,9848068734,Balkampet,,,Bakerys
1504,Nimrah Cafe & Bakery,,9848089343,Badichowdi,,,Bakerys
1505,Best Bakery,,9848114253,Tilaknagar,,,Bakerys
1506,Western Bakery & Cafe,,9848164338,Turkayamjal ,,,Bakerys
1507,RR Bakers,,9848281578,Balanagar,,,Bakerys
1508,K.M Bakers,,9848287763,SR Nagar,,,Bakerys
1509,RS BAKERS,,9848290682,banjara jubli,,,Bakerys
1510,Himalaya Bakery,,9848297013,Adikmet,,,Bakerys
1511,Bake delight,,9848304253,Musheerabad,,,Bakerys
1512,Oja's Cake House,,9848319742,Neredmet,,,Bakerys
1513,Sri Sai Ram Bakery,,9848325757,Balapur,,,Bakerys
1514,Sunny Bakery (Landmark),,9848327094,Boduppal,,,Bakerys
1515,Usha's Muffins,,9848366366,Yousufguda,,,Bakerys
1516,Rameez Enterprises,,9848410878,Musheerabad,,,Bakerys
1517,NAAZ.BAKERY,,9848423644,Azamabad,,,Bakerys
1518,Sri sai Laxmi Milk Dairy,,9848434353,Ramnagar,,,Bakerys
1519,Cake Basket-Begumpet,,9848447496,begumpet,,,Bakerys
1520,Sri Vasavi Bakery,,9848495547,banjara jubli,,,Bakerys
1521,AYYU BAKERS & FOOD COURT,,9848502609,Badangpet,,,Bakerys
1522,RAMESH TEA STALL,,9848544101,Hayathnagar,,,Bakerys
1523,Euros Bakers,,9848577059,Nampally,,,Bakerys
1524,New Babar Bakery,,9848581926,Aliabad,,,Bakerys
1525,Satyanarayana veg bakers,,9848629391,Bank Street,,,Bakerys
1526,Paramesh Bakery,,9848721465,Kattedan ,,,Bakerys
1527,Balaji Bakery,,9848781274,Quthbullapur,,,Bakerys
1528,OMSAITEJABAKERY,,9848787278,Pet Basheerabad,,,Bakerys
1529,KARTHIKEYA BAKERY,,9848822202,Uppal,,,Bakerys
1530,"Joy Bakery &Mithai Bandar,",,9848905507,RP Road,,,Bakerys
1531,Mehfil Bakery,,9848912872,kukatpally,,,Bakerys
1532,Yours Universe Bakes & Cakes,,9848938922,Musheerabad,,,Bakerys
1533,Sri Rama Bakery,,9848970339,Bairamalguda ,,,Bakerys
1534,Venky's Bakery,,9848972728,Kokapet,,,Bakerys
1535,Prince Bakers & Recharge Point,,9848990350,Erragadda,,,Bakerys
1536,City Bakery,,9849005565,Namalagundu,,,Bakerys
1537,New Star Enterprises,,9849006204,Boduppal,,,Bakerys
1538,Taste Booster Pariwar Eatery,,9849066633,GOCHIBOWLI,,,Bakerys
1539,SparkleNsprinkles,,9849077960,Nacharam,,,Bakerys
1540,PIONEER BAKERY,,9849105971,Chilkalguda,,,Bakerys
1541,Satyam Bakery,,9849107209,Domalguda,,,Bakerys
1542,Limra Bakery,,9849137797,banjara jubli,,,Bakerys
1543,Shadab Bakers,,9849164831,Patancheru,,,Bakerys
1544,FIESTA BAKERY,,9849177410,kothaguda,,,Bakerys
1545,S.L.N Bakers & Confectioners,,9849183812,BHEL Township,,,Bakerys
1546,New Royal bakery,,9849237107,Malkajgiri,,,Bakerys
1547,Blend n Cake,,9849238578,Madinaguda,,,Bakerys
1548,Ruthie's,,9849253558,banjara jubli,,,Bakerys
1549,Golden Gate Bakery & Stores,,9849295094,Himayatnagar,,,Bakerys
1550,Ya Ghouse Bakery,,9849340577,Ziaguda ,,,Bakerys
1551,Al basheer bakers,,9849341019,Chanchalguda,,,Bakerys
1552,Shalimar Bakery,,9849352560,banjara jubli,,,Bakerys
1553,May Rose Cafe & Bakery,,9849359717,banjara jubli,,,Bakerys
1554,SVS HOME FOODS,,9849390271,Yousufguda,,,Bakerys
1555,"Zam zam fastfood, curry point",,9849399807,Erragadda,,,Bakerys
1556,Moiz Chief,,9849406922,Asif Nagar,,,Bakerys
