5110,Sri Sai Surya Luxury Men's PG Hostel,,9573653799,Gachibowli,,,Hostel
5111,New Anupama Boys Hostel,,9573684303,ameepret b,,,Hostel
5112,Sri Subham Executive Boys Hostel,,9573694529,Saifabad  b,,,Hostel
5113,Manikanta PG for men,,9573761343,Gachibowli,,,Hostel
5114,SRI DATTHA SAI BOYS HOSTEL,,9573885278,SR nager b,,,Hostel
5115,Sidhi Suhasya PG for Women,,9573925989,Gachibowli,,,Hostel
5116,Sri Sai Ladies Hostel,,9581071329,Barkatpura g,,,Hostel
5117,Rainbow Boys Hostel And PG,,9581098781,BHEL Township b,,,Hostel
5118,Royal Boys Hostel,,9581433619,A.C. Guards b,,,Hostel
5119,Sreya Executive Women's Hostel,,9581634343,Gachibowli,,,Hostel
5120,Teja Luxury Women's PG & Hostel,,9597143888,Gachibowli,,,Hostel
5121,Raja Rajeshwari Boys Hostel,,9603047723,SR nager b,,,Hostel
5122,"Sai Krishna Boys Hostel,Alwal",,9603088823,Alwal b,,,Hostel
5123,Sri Venkateshwara Ladies Hostel,,9603146415, HITEC City g,,,Hostel
5124,Sri Bhavani Ladies Hostel(L.B Nagar),,9603345312,nagole g,,,Hostel
5125,Sai rama boys hostel(shartak),,9603392062,Chintalakunta b,,,Hostel
5126,SV boys hostel new,,9603582636,Kothapet b,,,Hostel
5127,GVSR Women's PG,,9603647641,Gachibowli,,,Hostel
5128,Sri Shiva Sai Mens Hostel,,9603755539,Balkampet  b,,,Hostel
5129,SRI women's PG and hostel,,9603802661,Hafeezpet g,,,Hostel
5130,Mom's home boys hostel PG,,9603888303,Chikkadpally b,,,Hostel
5131,Jaya womens hostel,,9603924149, Mehdipatnam g,,,Hostel
5132,Right Way Womens Hostel,,9603959939,Madhapur g,,,Hostel
5133,Nandini Boy's Hostel,,9615733666,Miyapur b,,,Hostel
5134,NEST INN GirlÍs Hosel,,9615758888,bharatnager g,,,Hostel
5135,Meghana Redddy Exective PG & Girls Hostel,,9618053243,Shaikpet,,,Hostel
5136,Sri Sai Ladies Deluxe Hostel,,9618111121,Hyderguda g,,,Hostel
5137,Sai Ram PG Accomodation For Ladies,,9618129844,prakash nager g,,,Hostel
5138,Shiva Sai mens hostel &pg,,9618219907,Gachibowli,,,Hostel
5139,Satya Reddy Deluxe Boys Hostel,,9618252808,Kukatpally b,,,Hostel
5140,SVR Boys Hostel,,9618277143,RajBhavan Road b,,,Hostel
5141,Bhanu prasad boys hostel,,9618303683,ameepret b,,,Hostel
5142,Krupa Boys Hostel,,9618564664,RajBhavan Road b,,,Hostel
5143,Mallikarjuna Women's Hostel PG,,9618626299,Gachibowli,,,Hostel
5144,Rainbow Executive Girls Hostel,,9618647899,Ashok Nagar g,,,Hostel
5145,Sri Satya Sai Working Womens Hostel,,9618685265,ameepret g,,,Hostel
5146,Sri Lakshmi Sai Men's Executive Hostel,,9618800052,Kukatpally b,,,Hostel
5147,Sri Vigneshwara Deluxe Boys Hostel,,9620878486,Uppal b,,,Hostel
5148,ZEE BOY'S HOSTEL - Hyderabad,,9640000604,Khairtabad b,,,Hostel
5149,GoodLife luxury boys hostel,,9640008667,Erragadda b,,,Hostel
5150,Amma Boys hostels,,9640036000,Badangpet b,,,Hostel
5151,R J Boys Hostel,,9640111236,Secunderabad b ,,,Hostel
5152,Ladies hostel,,9640210028,Tilaknagar g,,,Hostel
5153,Sridevi Boys Hostel,,9640271752,ameepret b,,,Hostel
5154,Comfort Inn PG & Mens Hostel,,9640402567,BHEL Township b,,,Hostel
5155,Bhargavi Girls Hostel,,9640402600,bharatnager g,,,Hostel
5156,Sunrise Deluxe Boys Hostel,,9640799183,Chikkadpally b,,,Hostel
5157,Akshaya ladies hostel,,9642060088,ameepret g,,,Hostel
5158,Aditya WomenÍs Hostel,,9642075726,Barkatpura g,,,Hostel
5159,Venkata Lakshmi Ladies Hostel,,9642174480,prakash nager g,,,Hostel
5160,Sri Sai Balaji Ladies Deluxe Hostel,,9642222789,ameepret g,,,Hostel
5161,Sree Lakshmi Mens Hostel,,9642345601,prakash nager b,,,Hostel
5162,Jyothi women's PG,,9642438407,manikonda g,,,Hostel
5163,SAI PRIYA BOYS HOSTEL,,9642670558,Yousufguda b,,,Hostel
5164,Akhila working womens hostel,,9642919047,Afzal Gunj g ,,,Hostel
5165,Sri vinayaka homley womens PG Madhapur,,9652005050, HITEC City g,,,Hostel
5166,G V R BOYS HOSTEL,,9652005510,SR nager b,,,Hostel
5167,JMJ Reddy Boys Hostel,,9652042196,Boduppal  b,,,Hostel
5168,BLUE STAR MENS PG & HOSTEL,,9652159186,Madhapur b,,,Hostel
5169,Sri Kamakshi Mens Hostel,,9652205455,Madhapur b,,,Hostel
5170,Krupa Girls Hostel,,9652244070,Shamshabad,,,Hostel
5171,Kanaka Durga Boys Hostel,,9652303446,Gaddiannaram b,,,Hostel
5172,Comfort Ladies Hostel,,9652356705,Balkampet g,,,Hostel
5173,Lords boys & Pg hostel,,9652508223,Bandlaguda b,,,Hostel
5174,Lucky boy's Hostel,,9652630206,Chintalakunta b,,,Hostel
5175,Sri Umamaheswari mens Hostel,,9652655950, HITEC City b,,,Hostel
5176,Orange guest rooms mens PG,,9652688046,Gachibowli,,,Hostel
5177,Shiva Sai Boys Hostel,,9652710171,KPHB b,,,Hostel
5178,Sri Hanuman Womens PG & Hostel,,9652729373,Gachibowli,,,Hostel
5179,SLN Mens Hostel,,9652744141,SR nager b,,,Hostel
5180,Sri Sai Lakshmi Deluxe Boys Hostel,,9652794630,SR nager b,,,Hostel
5181,Sunitha reddy luxury women's & Men's hostel,,9652818523,Gachibowli,,,Hostel
5182,TEJA SRI LADIES HOSTEL,,9652831693,SR nager g,,,Hostel
5183,"SAI RAM BOYS HOSTEL ,RAJ TOWER",,9661486714,ameepret b,,,Hostel
5184,Rajarajashwari PG boys hostel,,9666004454,Gachibowli,,,Hostel
5185,ANJALI GIRLS HOSTEL,,9666061475,Vanasthalipuram b,,,Hostel
5186,Sri Sai Ram Ladies Hostel,,9666069513,ameepret g,,,Hostel
5187,Bhavana Girls Hostel,,9666070836,Gaddiannaram g,,,Hostel
5188,Prashanth Reddy Men's Hostel,,9666131137,Shaikpet,,,Hostel
5189,Sri Venkateshwara girls Hostel,,9666161223,Hastinapuram g,,,Hostel
5190,Veekshith Reddy Boys Hostel,,9666190222,Gaddiannaram b,,,Hostel
5191,Keerthi Boys Hostel,,9666249005,L. B. Nagar b,,,Hostel
5192,Laxmi Narasimha Hostel,,9666320945,ameepret b,,,Hostel
5193,MCC DELUXE GIRLS HOSTEL,,9666363456,medchal g,,,Hostel
5194,Sri RK Boy's Hostel,,9666377725,Balanagar b,,,Hostel
5195,Sri Padmavathi Mens hostel,,9666413446,Raidurg b,,,Hostel
5196,Vyshnavi Womens Hostel,,9666460078,Chintalakunta g,,,Hostel
5197,Sri laxmi deluxe Girl's Hostel,,9666555888,Jeedimetla g,,,Hostel
5198,JNAFU BOYS HOSTEL,,9666614143,Abids b,,,Hostel
5199,Sri Rama Men's Hostel,,9666615476,Banjara Hills b,,,Hostel
5200,Sri Mukunda Deluxe Girls Hostel,,9666616263,IDA Bollaram g,,,Hostel
5201,Sri Nipuna Women's Hostel,,9666638839,Raidurg G,,,Hostel
5202,Sujith pg for men,,9666666377,Kukatpally b,,,Hostel
5203,Swathi Ladies Hostel,,9666675581,Khairtabad g,,,Hostel
5204,NANDU MENS PG(AC/NON AC),,9666699977,Raidurg b,,,Hostel
5205,Vijay Wome's Hostel,,9666734347,Gachibowli,,,Hostel
5206,7 Angel's Inn PG,,9666772666,Gachibowli,,,Hostel
5207,Akshaya Boys Hostel,,9666774563,Secunderabad b ,,,Hostel
5208,Sri Venkateswara Boys PG Medico's Hostel Padmarao Nagar Secunderabad,,9666775517,Secunderabad b ,,,Hostel
5209,Sri Gopi Sai Men's Hostel,,9666827796,Madhapur b,,,Hostel
5210,VVN Mens Hostel,,9666828638,ameepret b,,,Hostel
5211,Care Paying Guest Home And Hostel,,9666868786,A.C. Guards b,,,Hostel
5212,Srinu Manasa Boys Hostel,,9666872508,Gaddiannaram b,,,Hostel
5213,Karuna taneesh reddy deluxe ladies hostel,,9666884761,Santoshnagar g,,,Hostel
5214,SLN Boys Hostel,,9666888107,SR nager b,,,Hostel
5215,SLNS Boys Hostel,,9666939037,Dilsukhnagar b,,,Hostel
5216,Satya Deva boys Hostel,,9676036963,MG Road (James Street),,,Hostel
5217,Mahathi Girls Hostel,,9676070532,Chilkalguda  g,,,Hostel
5218,Sunset destination girls pg,,9676076785,Boduppal  b,,,Hostel
5219,Sri Charan Boys Hostel & Mess,,9676081443,Uppal b,,,Hostel
5220,Sri Manikanta Womens PG House,,9676106034,Nanakramguda g,,,Hostel
5221,boys hostel,,9676110698,Chintalakunta b,,,Hostel
5222,Nadanavanam Hstl,,9676272654,SR nager g,,,Hostel
5223,JMJ girls and working women's hostel,,9676391888,Hyderguda g,,,Hostel
5224,poti reddy boys hostel,,9676464203,A.C. Guards b,,,Hostel
5225,Live-Inn Men's Hostel,,9676643439, bharatnager b,,,Hostel
5226,Lavanya Executive boys hostel,,9676821846,Balkampet  b,,,Hostel
5227,Shri Jai Ganesha Sai Ladies' Hostel,,9676890352,SR nager g,,,Hostel
5228,Jayalaxmi Ladies Hostel,,9676939873,Chintalakunta g,,,Hostel
5229,Ganesha mens hostel,,9676943793, Hafeezpet b,,,Hostel
5230,"VR Himalaya Boys Hostel , SR nagar",,9700032244,SR nager b,,,Hostel
5231,AV GIRLS HOSTEL,,9700051600,Chintalakunta g,,,Hostel
5232,Indian Boys Hostel,,9700057878,somajiguda b,,,Hostel
5233,Sri Laxmi Men's PG,,9700066105,Raidurg b,,,Hostel
5234,Shalini Ladies Hostel,,9700100055,Sindhi Colony g,,,Hostel
5235,BANJARA PG GUEST HOUSE,,9700104814,somajiguda b,,,Hostel
5236,athidi girls hostel,,9700202767,Saifabad g,,,Hostel
5237,Venus girls hostel,,9700207474,Khairtabad g,,,Hostel
5238,Sri Jyothi Delux Boys Hostel,,9700215613,Kukatpally b,,,Hostel
5239,Elite Residence ( Boys Hostel),,9700351933,Gachibowli,,,Hostel
5240,VIJAYA BOYS HOSTEL,,9700366254,Secunderabad b ,,,Hostel
5241,Ganapathi deluxe boy's hostel,,9700441256,Patancheru b,,,Hostel
5242,S R BOYS HOSTEL,,9700456007,Aliabad b,,,Hostel
5243,Sri Vinayaka Doctors Girls Hostel,,9700505090,Musheerabad g,,,Hostel
5244,BoysTown Hostel,,9700509982,Pragathi Nagar b,,,Hostel
5245,Santhosh Boys Hostel,,9700543913,Dilsukhnagar b,,,Hostel
5246,chilukuri balaji boys hostel,,9700646635,Gaddiannaram b,,,Hostel
5247,Gnaneshwari Reading Room & Hostel,,9700691531,Seethaphalmandi b,,,Hostel
5248,ASHRAY BOYS HOSTEL,,9700750072,Nizampet b,,,Hostel
5249,Jahnavi Women's Hostel,,9700811453,Vinayak Nagar g,,,Hostel
5250,SHIVA BOY'S & MEN'S DELUXE HOSTEL,,9700814595,RajBhavan Road b,,,Hostel
5251,JMJ Siri Delux Boys Hostel,,9701205242,Hyderguda b,,,Hostel
5252,BV reddy deluxe boys hostel,,9701215855,Uppal b,,,Hostel
5253,Bhavya Boys Deluxe hostel,,9701315743,Aliabad b,,,Hostel
5254,MADHAVI BOYS HOSTEL/ PG Boys Hostel,,9701389783,ameepret b,,,Hostel
5255,Sandhya Rani Hostels,,9701431416,Kothapet b,,,Hostel
5256,Likhitha Reddy Women's PG,,9701441679,Secunderabad g,,,Hostel
5257,SRAVYA EXECUTIVE LADIES HOSTEL,,9701444889,ameepret g,,,Hostel
5258,SVL Boys Hostel,,9701533399,ameepret b,,,Hostel
5259,Hari Kranthi Boy's Hostel,,9701590090,SR nager b,,,Hostel
5260,Sri Balaji Women's Hostel,,9701643479,Secunderabad g,,,Hostel
5261,SRI PARAMESHWARA BOYS HOSTE,,9701648192,Balanagar b,,,Hostel
5262,PRANIS HOSTEL FOR GIRLS & WORKING WOMEN,,9701678238,Ramnagar g,,,Hostel
5263,MANIKANTA LUXURY BOYS HOSTEL ( ?????? ?????? ??????? ),,9701694874,Kukatpally b,,,Hostel
5264,Raghavendra Women Hostel,,9701707214,Madhapur g,,,Hostel
5265,NVR sri vengamamba ladies hostel,,9701795545,MotiNagar g,,,Hostel
5266,Sri Archana Women's Hostel,,9701813744,Raidurg G,,,Hostel
5267,Indian Boys Hostel,,9701897077,somajiguda b,,,Hostel
5268,om sai girls hostel,,9703045621,Jamia Osmania g,,,Hostel
5269,Hari heaven Luxury Mens Hostel,,9703228181,Madhapur b,,,Hostel
5270,Happy Nest Men's PG,,9703338986,Khairtabad b,,,Hostel
5271,Harshitha Boys & Working Mens Hostel,,9703535389,Dilsukhnagar b,,,Hostel
5272,Raghavendra Boys Hostel,,9703543257,Tilaknagar b,,,Hostel
5273,Sai Vaishnavi Boys Hostel,,9703595445,Kothapet b,,,Hostel
5274,Honey PG womens hostel,,9703620760, HITEC City g,,,Hostel
5275,Karuna Boys Hostel,,9703627354,Himayatnagar B ,,,Hostel
5276,Sri Varalakshmi Boys Hostel,,9703716171,SR nager b,,,Hostel
5277,Sahasra Deluxe Boys Hostel,,9703802795,Kothapet b,,,Hostel
5278,Ms Reddy Deluxe Womens Hostel,,9703965132,Habsiguda g,,,Hostel
5279,SLV PG - Men's Hostel,,9703980802,Jubilee Hills b,,,Hostel
5280,Honey women's PG hostel,,9704052779,Kukatpally g,,,Hostel
5281,SRI KOKILA LADIES HOSTEL,,9704238763,Saroornagar g,,,Hostel
5282,VAIBHAV REDDY MEN'S HOSTEL,,9704239546,Gachibowli,,,Hostel
5283,Sweety Deluxe Girls Hostel,,9704310526,Dilsukhnagar g,,,Hostel
5284,Meghana Men's PG,,9704546699,Raidurg b,,,Hostel
5285,PR BOYS HOSTEL,,9704550326,L. B. Nagar b,,,Hostel
5286,VS Grand PG Men's Hostel,,9704796869,Shaikpet,,,Hostel
5287,MM Executive Boys Hostel,,9704799170,Amberpet b,,,Hostel
5288,Siri Deluxe Women's Hostel,,9704841304,Hyderguda g,,,Hostel
5289,SS Girls hostel,,9704847394,Saifabad g,,,Hostel
5290,Genius Boys Hostel,,9704853484,Aliabad b,,,Hostel
5291,Om sai men's hostel in bachupally,,9705002637,Bachupally g,,,Hostel
5292,SLN Executive ladies hostel,,9705068889,prakash nager g,,,Hostel
5293,Sri Venkateshwara Boy's Hostel,,9705199936,SR nager b,,,Hostel
5294,Friends Boys Hostel,,9705201010,Kukatpally b,,,Hostel
5295,MYTHRI HOSTEL FOR WOMEN,,9705201046,Dilsukhnagar g,,,Hostel
5296,Priyanka Executive Women's Hostel..,,9705257220,ameepret g,,,Hostel
5297,ST HOSTEL FOR WOMENS,,9705301131,Adikmet g,,,Hostel
5298,sri balaji boys hostel,,9705473376,ameepret b,,,Hostel
5299,Sri Jai jagadamba executive boys hostel,,9705487454,Dilsukhnagar b,,,Hostel
5300,MSR Luxury Ladies Hostel - near Forum Srujana Mall,,9705619731,Mallampet g,,,Hostel
5301,SVR BOYS HOSTEL,,9705646705,SR nager b,,,Hostel
5302,Sai Balaji Womens Hostel,,9705700792,Gachibowli,,,Hostel
5303,AKSHAYA GIRLS HOSTEL,,9705767399,Chilkalguda  g,,,Hostel
5304,Saanvi Reddy Boys Hostel,,9705840028,Shaikpet,,,Hostel
5305,Siddi Sai Vasathi Gruham,,9705914208,Musheerabad g,,,Hostel
5306,Baba deluxe boys hostel,,9717913390,SR nager b,,,Hostel
5307,Balaji Boys Hostel,,9731334156,Uppal b,,,Hostel
5308,PG Boy's Hostel (Kerala PG near me) Hyd,,9746873363,Chintalakunta b,,,Hostel
5309,Brindavan Boys Hostel,,9764843474,Gandhi Nagar b,,,Hostel
5310,The Hosteller Ramgarh,,9810187717,Ramnagar b,,,Hostel
5311,Venkata Sai Luxury Men's Hostel,,9844722219,Shaikpet,,,Hostel
5312,Sri Sai balaji men's Hostel,,9845098657,Gachibowli,,,Hostel
5313,Sri Sai laxmi manikanta executive boys hostel,,9848007209,RajBhavan Road b,,,Hostel
5314,GANESH EXECUTIVE P.G FOR MEN'S HOSTEL,,9848024491,Jubilee Hills b,,,Hostel
5315,Pallavi Womens Hostel,,9848053222,KPHB g,,,Hostel
5316,Sai Amrutha Ladies hostel,,9848064449,KPHB g,,,Hostel
5317,Padmavathi Ladies Hostel,,9848081447,Gandhi Nagar g,,,Hostel
5318,Amma boys hostel,,9848127500,SR nager b,,,Hostel
5319,PJ QUEENS WOMEN'S HOSTEL,,9848176823,Chanda Nagar g,,,Hostel
5320,Sri Guru Sathvik Men's Hostel,,9848233352,Jubilee Hills b,,,Hostel
5321,Sairam Boys Hostel -1,,9848267005,Hastinapuram b,,,Hostel
5322,SS girls hostel,,9848291072,Ibrahim patnam g,,,Hostel
5323,Akshaya boys hostel,,9848326074,Langar Houz g,,,Hostel
5324,Vanitha Reddy Girls Hostel,,9848350247,Dilsukhnagar b,,,Hostel
5325,Gs delux boys hostel,,9848372075,RajBhavan Road b,,,Hostel
5326,Shreenidhi Ladies Hostel,,9848406158,Boduppal  b,,,Hostel
5327,pmr hostel,,9848440117,Bandlaguda g,,,Hostel
5328,Hassini Boys Hostel,,9848470329,RajBhavan Road b,,,Hostel
5329,Friends Boys Hostel,,9848493248,SR nager b,,,Hostel
5330,Nirmal Residency Men's Hostel,,9848520363,Madhapur b,,,Hostel
5331,AKSA GIRLS AND WORKING WOMENS HOSTEL,,9848524119,Kapra g,,,Hostel
5332,Sri Sai Boys Hostel,,9848528789,Kukatpally b,,,Hostel
5333,Sai Sourika Girls Hostel,,9848534698,medchal g,,,Hostel
5334,YWCA,,9848551820,Badichowdi g,,,Hostel
5335,Sai Manus Boys Hostel,,9848580747,Kukatpally b,,,Hostel
5336,Anmol girl hostel,,9848584754,Saifabad g,,,Hostel
5337,New Venkata Sai boys hostel,,9848593091,SR nager b,,,Hostel
5338,Rishika Hostels,,9848666295,Secunderabad g,,,Hostel
5339,Shobha Girls Hostel,,9848667430,Boduppal  g,,,Hostel
5340,Swathi women's hostel,,9848667474,Ramanthapur g,,,Hostel
5341,Sri Sai Kalpa Boys Hostel,,9848704888,Balkampet  b,,,Hostel
5342,Deepa Hostel,,9848711513,Secunderabad g,,,Hostel
5343,Sharanya Nivas Girls Hostel,,9848716504,Dilsukhnagar g,,,Hostel
5344,Live-Inn Women's Luxurious Hostel,,9848814534,SR nager g,,,Hostel
5345,Sweet Home Boys Hostel,,9848855300,Saifabad  b,,,Hostel
5346,SANDHYA DELUXE BOYS HOSTAL,,9848887544,Dilsukhnagar b,,,Hostel
5347,(Suraksha's)My Home Boys Hostel,,9848947494,Chintalakunta b,,,Hostel
5348,Gudiya Deluxe Girls Hostels,,9849006998,Dilsukhnagar g,,,Hostel
5349,Prathap Reddy boy's hostel,,9849012345,Erragadda b,,,Hostel
